"","siteid","lat","long","ecoreg","era","area","doc","no3","tn","tp","temp","precip","elev","forest","wetland","urban","ag","roads"
"4417","WCOP99-0629",39.2413809,-104.9580488,"6","Year2008",54.43809891,3.49,0.00931,0.298,47.4163,6.9,449,2365.51,75.797,0.851,2.5,0,0.667
"4418","WCOP99-0632",39.78508,-106.3605,"6","Year2004",10.1533,1.06,0.0555611,0.223,1,-0.1,565,3265,30.99,0,0,0.04,0
"4419","WCOP99-0633",38.72388,-106.67253,"6","Year2004",48.9447,3.08,0.0065366,0.131,5,-0.1,538,2781,72.01,0,0,0,0.005
"4420","WCOP99-0634",37.59607,-105.39898,"6","Year2004",6.1188,0.51,0.0266133,0.106,6,1,585,3155,65.53,0,0,0.07,0
"4421","WCOP99-0637",40.43239,-106.11899,"6","Year2004",88.4399,4.63,0.0065366,0.244,17,0.8,585,2660,85.08,0,0.2,4.37,1.07
"4422","WCOP99-0638",40.14887,-108.32648,"10","Year2004",4705.787,2.2,0.0102718,0.199,28,5.8,359,1708,57.11,0.01,0.11,2.19,0.68
"4423","WCOP99-0646",37.29615,-108.36615,"10","Year2004",98.7306,7.98,0.0098049,0.566,25,8,441,2000,50.7,0,0,12.79,0.94
"4424","WCOP99-0647",39.21525,-106.39487,"6","Year2004",30.0132,1.31,0.023345,0.141,3,-0.6,570,2991,49.18,0,0,0,0.08
"4425","WCOP99-0649",39.58166,-107.28809,"6","Year2004",133.5035,0.93,0.0135401,0.109,1,3,466,1986,46.08,0,0,0.25,0.51
"4426","WCOP99-0650",40.1687,-105.99117,"6","Year2004",324.2505,1.95,0,0.114,9,1.1,557,2501,90.63,0,0.05,0.26,0.91
"4427","WCOP99-0670",37.52305,-108.23322,"6","Year2004",33.5014,6.19,0,0.25,14,3.7,655,2666,89.73,0,0,0.01,1.21
"4428","WCOP99-0672",37.79720049,-103.3774933,"9","Year2008",8403.959961,5.15,0,0.468,41.7881,11.8,322,1865.34,22.361,0.923,0.582,1.127,0.51
"4429","WCOP99-0672",37.79720049,-103.3774933,"9","Year2008",8403.959961,5.15,0,0.468,41.7881,11.8,322,1865.34,22.361,0.923,0.582,1.127,0.51
"4430","WCOP99-0672",37.79720049,-103.3774933,"9","Year2008",8403.959961,5.15,0,0.468,41.7881,11.8,322,1865.34,22.361,0.923,0.582,1.127,0.51
"4431","WCOP99-0672",37.79719,-103.377,"9","Year2004",9066.9626,5.47,0,0.5,131,11.8,322,1259,24.29,0,0.16,1.92,0.61
"4432","WCOP99-0672",37.79719,-103.377,"9","Year2004",9066.9626,5.47,0,0.5,131,11.8,322,1259,24.29,0,0.16,1.92,0.61
"4433","WCOP99-0672",37.79719,-103.377,"9","Year2004",9066.9626,5.47,0,0.5,131,11.8,322,1259,24.29,0,0.16,1.92,0.61
"4434","WCOP99-0672",37.79719,-103.377,"9","Year2004",9066.9626,5.47,0,0.5,131,11.8,322,1259,24.29,0,0.16,1.92,0.61
"4435","WCOP99-0672",37.79719,-103.377,"9","Year2004",9066.9626,5.47,0,0.5,131,11.8,322,1259,24.29,0,0.16,1.92,0.61
"4436","WCOP99-0672",37.79719,-103.377,"9","Year2004",9066.9626,5.47,0,0.5,131,11.8,322,1259,24.29,0,0.16,1.92,0.61
"4437","WIDP99-0501",46.56095,-114.78078,"6","Year2004",13.9835,0.82,0.0532266,0.213,1,3.5,477,1248,79.34,0.28,0,0,1.24
"4438","WIDP99-0502",44.03402,-115.81346,"6","Year2004",40.2288,0.95,0,0.049,7,3.8,581,1566,75.22,0.83,0,0,1.17
"4439","WIDP99-0503",46.75859,-116.35642,"6","Year2004",1.2985,2.52,0,0.079,14,6.7,810,925,94.03,0,0,0,2.25
"4440","WIDP99-0504",47.79687,-116.50889,"6","Year2004",108.0414,0.6,0.0098049,0.039,1,6,831,892,94.83,0,0.08,0.02,1.77
"4441","WIDP99-0508",43.68952,-115.085,"6","Year2004",1.5842,0.7,0.0266133,0.139,5,0.7,541,2427,46.32,0,0,0,0
"4442","WIDP99-0510",48.32913,-116.1561,"6","Year2004",25.9974,1.17,0.1134567,0.399,1,3.6,918,1162,84.3,0,0,0,0.37
"4443","WIDP99-0511",43.55661,-114.80021,"6","Year2004",168.7113,1.05,0.0098049,0.069,6,1.6,494,1853,28.43,0.88,0.02,0,0.53
"4444","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4445","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4446","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4447","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4448","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4449","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4450","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4451","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4452","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4453","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4454","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4455","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4456","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4457","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4458","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4459","WIDP99-0514",45.51286,-113.99451,"6","Year2004",20.9442,1.37,0,0.059,10,2.7,388,1355,79.98,0.64,0.37,0,1.34
"4460","WIDP99-0515",44.66203,-116.95473,"6","Year2004",6.9214,0.76,0.0634984,0.214,19,4,569,1473,81.11,0,0,0,1.71
"4461","WIDP99-0516",45.71372,-115.64173,"6","Year2004",17.0745,1.23,0,0.081,11,3.2,747,1573,97.03,0.03,0,0,0.01
"4462","WIDP99-0520",44.71089,-113.78403,"6","Year2004",8.8387,1.13,0.0135401,0.068,17,0.8,373,2307,45.12,0.06,0,0,0
"4463","WIDP99-0524",43.48905,-115.12612,"6","Year2004",1.6586,0.88,0.0135401,0.098,14,3.6,457,1820,40.62,0.43,0,0,0
"4464","WIDP99-0595",44.91362,-116.22571,"6","Year2004",21.1166,1.66,0,0.185,49,4.7,665,1295,90.25,0.19,0,0,1.52
"4465","WIDP99-0596",45.86143,-116.61914,"6","Year2004",27.5972,1.88,0.0634984,0.254,67,6.3,572,1058,28.51,0.04,0,0,1.05
"4466","WIDP99-0597",43.23258,-116.77989,"10","Year2004",16.7998,5.04,0.0168084,0.344,84,7.7,330,NA,NA,NA,NA,NA,NA
"4467","WIDP99-0599",46.62902,-115.16426,"6","Year2004",8.6385,1.25,0,0.038,1,3.4,600,1262,76.02,0.05,0,0,0
"4468","WIDP99-0600",44.81675,-114.14713,"6","Year2004",18.912,2.06,0,0.141,88,4.6,279,1958,64.64,0.59,0,0,0.61
"4469","WIDP99-0602",45.85814,-114.91584,"6","Year2004",119.8611,1.21,0,0.054,4,3.6,559,1172,89.79,0.12,0,0,0.15
"4470","WIDP99-0603",42.72991,-111.4436,"6","Year2004",12.7203,1.83,0,0.166,34,3.8,449,1931,51.72,3.07,0,0,1.03
"4471","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4472","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4473","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4474","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4475","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4476","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4477","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4478","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4479","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4480","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4481","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4482","WIDP99-0605",45.02333,-114.44525,"6","Year2004",6.0547,1.1,0,0.064,5,0.7,470,2015,82.88,0,0,0,1.12
"4483","WIDP99-0605",45.02324849,-114.4461665,"6","Year2008",6.079500198,1.13,0.00576,0.105,11.1375,0.7,470,2252.24,92.761,0,0,0,1.128
"4484","WIDP99-0605",45.02324849,-114.4461665,"6","Year2008",6.079500198,1.13,0.00576,0.105,11.1375,0.7,470,2252.24,92.761,0,0,0,1.128
"4485","WIDP99-0605",45.02324849,-114.4461665,"6","Year2008",6.079500198,1.13,0.00576,0.105,11.1375,0.7,470,2252.24,92.761,0,0,0,1.128
"4486","WIDP99-0605",45.02324849,-114.4461665,"6","Year2008",6.079500198,1.13,0.00576,0.105,11.1375,0.7,470,2252.24,92.761,0,0,0,1.128
"4487","WIDP99-0607",46.60219,-115.52497,"6","Year2004",225.0333,3.07,0,0.128,9,4.6,837,835,86.48,0.06,0.01,0,1.86
"4488","WIDP99-0610",44.05506,-113.23232,"6","Year2004",1375.0491,1.01,0,0.119,25,3.7,272,1718,21.87,0.55,0.01,1.2,0.35
"4489","WIDP99-0611",45.07931,-116.0938,"6","Year2004",39.1141,1.59,0,0.076,1,1.6,728,1921,59.67,0,0,0,0.89
"4490","WIDP99-0611",45.07931,-116.0938,"6","Year2004",39.1141,1.59,0,0.076,1,1.6,728,1921,59.67,0,0,0,0.89
"4491","WIDP99-0611",45.07931,-116.0938,"6","Year2004",39.1141,1.59,0,0.076,1,1.6,728,1921,59.67,0,0,0,0.89
"4492","WIDP99-0611",45.07920575,-116.0947575,"6","Year2008",38.77360153,1.82,0.00209,0.089,1.5888,1.6,728,NA,NA,NA,NA,NA,NA
"4493","WIDP99-0611",45.07920575,-116.0947575,"6","Year2008",38.77360153,1.82,0.00209,0.089,1.5888,1.6,728,NA,NA,NA,NA,NA,NA
"4494","WIDP99-0611",45.07920575,-116.0947575,"6","Year2008",38.77360153,1.82,0.00209,0.089,1.5888,1.6,728,NA,NA,NA,NA,NA,NA
"4495","WIDP99-0611",45.07920575,-116.0947575,"6","Year2008",38.77360153,1.42,0.00385,0.079,2.48,1.6,728,2139.29,51.032,0.861,0,0,0.516
"4496","WIDP99-0611",45.07920575,-116.0947575,"6","Year2008",38.77360153,1.42,0.00385,0.079,2.48,1.6,728,2139.29,51.032,0.861,0,0,0.516
"4497","WIDP99-0611",45.07920575,-116.0947575,"6","Year2008",38.77360153,1.42,0.00385,0.079,2.48,1.6,728,2139.29,51.032,0.861,0,0,0.516
"4498","WIDP99-0613",45.43438,-116.24657,"6","Year2004",7.8281,2.37,0,0.078,23,5.7,628,1010,46.28,0,0.01,0,2.44
"4499","WIDP99-0614",48.75671,-116.73369,"6","Year2004",37.7326,1.21,0.023345,0.099,2,3.3,842,1097,67.98,0,0,0,0.02
"4500","WIDP99-0615",43.66638,-114.53681,"6","Year2004",25.9551,0.89,0,0.055,12,1.2,493,2048,69.08,0.39,0,0,0
"4501","WIDP99-0690",46.86031503,-116.0390442,"6","Year2008",12.80609989,1.33,0.03632,0.106,4.0863,4.8,967,1360.77,19.166,0,0,0,0.983
"4502","WIDP99-0690",46.86031503,-116.0390442,"6","Year2008",12.80609989,1.33,0.03632,0.106,4.0863,4.8,967,1360.77,19.166,0,0,0,0.983
"4503","WIDP99-0690",46.86031503,-116.0390442,"6","Year2008",12.80609989,1.33,0.03632,0.106,4.0863,4.8,967,1360.77,19.166,0,0,0,0.983
"4504","WIDP99-0690",46.86041,-116.03806,"6","Year2004",12.7417,2.47,0.0098049,0.099,5,4.8,967,1032,49.35,0,0.01,0,2.31
"4505","WIDP99-0690",46.86041,-116.03806,"6","Year2004",12.7417,2.47,0.0098049,0.099,5,4.8,967,1032,49.35,0,0.01,0,2.31
"4506","WIDP99-0690",46.86041,-116.03806,"6","Year2004",12.7417,2.47,0.0098049,0.099,5,4.8,967,1032,49.35,0,0.01,0,2.31
"4507","WIDP99-0690",46.86031503,-116.0390442,"6","Year2008",12.80609989,1.25,0.02912,0.111,2.4888,4.8,967,NA,NA,NA,NA,NA,NA
"4508","WIDP99-0690",46.86031503,-116.0390442,"6","Year2008",12.80609989,1.25,0.02912,0.111,2.4888,4.8,967,NA,NA,NA,NA,NA,NA
"4509","WIDP99-0690",46.86031503,-116.0390442,"6","Year2008",12.80609989,1.25,0.02912,0.111,2.4888,4.8,967,NA,NA,NA,NA,NA,NA
"4510","WIDP99-0694",42.37661,-111.47717,"6","Year2004",38.8734,1.83,0.0135401,0.179,25,4.5,406,1960,56.63,0.93,0,0,0.86
"4511","WIDP99-0695",44.4664,-111.91133,"6","Year2004",37.1369,1.15,0,0.083,39,2.7,419,NA,NA,NA,NA,NA,NA
"4512","WIDP99-0697",44.13731,-115.18667,"6","Year2004",23.0753,0.64,0.0266133,0.094,2,1.2,538,1675,61.55,0.06,0,0,0.13
"4513","WIDP99-0697",44.13731,-115.18667,"6","Year2004",23.0753,0.64,0.0266133,0.094,2,1.2,538,1675,61.55,0.06,0,0,0.13
"4514","WIDP99-0697",44.13731,-115.18667,"6","Year2004",23.0753,0.64,0.0266133,0.094,2,1.2,538,1675,61.55,0.06,0,0,0.13
"4515","WIDP99-0697",44.13731,-115.18667,"6","Year2004",23.0753,0.64,0.0266133,0.094,2,1.2,538,1675,61.55,0.06,0,0,0.13
"4516","WIDP99-0697",44.13731,-115.18667,"6","Year2004",23.0753,0.64,0.0266133,0.094,2,1.2,538,1675,61.55,0.06,0,0,0.13
"4517","WIDP99-0697",44.13731,-115.18667,"6","Year2004",23.0753,0.64,0.0266133,0.094,2,1.2,538,1675,61.55,0.06,0,0,0.13
"4518","WIDP99-0697",44.13731,-115.18667,"6","Year2004",23.0753,0.64,0.0266133,0.094,2,1.2,538,1675,61.55,0.06,0,0,0.13
"4519","WIDP99-0697",44.13731,-115.18667,"6","Year2004",23.0753,0.64,0.0266133,0.094,2,1.2,538,1675,61.55,0.06,0,0,0.13
"4520","WIDP99-0697",44.13731,-115.18667,"6","Year2004",23.0753,0.64,0.0266133,0.094,2,1.2,538,1675,61.55,0.06,0,0,0.13
"4521","WIDP99-0698",46.36471,-116.74636,"10","Year2004",348.0811,2.59,0.1568784,0.767,113,10.3,486,392,32.48,0,0.96,37.77,1.29
"4522","WIDP99-0699",47.10877,-116.73196,"6","Year2004",5.9777,2.02,0.023345,0.148,39,6.5,758,969,92.84,0,0.34,0,1.3
"4523","WIDP99-0700",42.90988,-112.32627,"10","Year2004",5.4266,1.92,3.1366342,9.931,182,5.5,367,NA,NA,NA,NA,NA,NA
"4524","WIDP99-0700",42.90988,-112.32627,"10","Year2004",5.4266,1.92,3.1366342,9.931,182,5.5,367,NA,NA,NA,NA,NA,NA
"4525","WIDP99-0700",42.90979506,-112.327078,"10","Year2008",4.616370201,2.13,0.23197,0.644,90.8919,5.5,367,1836.01,9.536,0,0,6.084,0.392
"4526","WIDP99-0700",42.90979506,-112.327078,"10","Year2008",4.616370201,2.13,0.23197,0.644,90.8919,5.5,367,1836.01,9.536,0,0,6.084,0.392
"4527","WIDP99-0701",43.52574,-111.25428,"6","Year2004",3.9986,0.73,0,0.084,38,2.8,502,2049,63.02,0.2,0,0,0.73
"4528","WIDP99-0724",44.38768,-114.69394,"6","Year2004",215.7882,1.01,0,0.066,49,-0.3,511,1970,77.9,0.11,0,0,0.28
"4529","WIDP99-0725",46.66214,-115.7863,"6","Year2004",4.9581,1.78,0.0135401,0.136,29,5,917,1011,87.95,0,0,0,2.12
"4530","WIDP99-0726",46.93882,-116.46172,"6","Year2004",5.6908,2.76,0,0.151,32,6.4,857,904,94.1,0,0,0.02,0.18
"4531","WIDP99-0727",42.85248,-112.07726,"10","Year2004",24.1575,0.96,0.023345,0.138,11,4.2,411,1864,63.56,2.59,0,0,0.67
"4532","WIDP99-0729",47.19756,-115.63723,"6","Year2004",7.2701,1.06,0.0135401,0.089,3,4.4,913,1135,99.09,0,0,0,0.03
"4533","WIDP99-0737",44.70859,-115.83017,"6","Year2004",2.5399,1.45,0.0098049,0.121,21,1.8,655,1871,64.77,0,0,0,0.09
"4534","WIDP99-0738",45.89351,-115.44778,"6","Year2004",56.8199,2.15,0.0065366,0.144,16,3.4,727,1293,94.86,0.11,0,0,0.64
"4535","WIDP99-0768",42.00729662,-115.2197238,"10","Year2008",80.73490143,2.12,0.01532,0.253,46.2513,6.1,302,2202.63,3.239,0,0,0,0.307
"4536","WIDP99-0768",42.00729662,-115.2197238,"10","Year2008",80.73490143,2.12,0.01532,0.253,46.2513,6.1,302,2202.63,3.239,0,0,0,0.307
"4537","WIDP99-0768",42.00739,-115.21883,"10","Year2004",80.7729,2.04,0.0168084,0.221,32,6.1,302,1757,2.54,0.64,0,0,0.32
"4538","WIDP99-0768",42.00739,-115.21883,"10","Year2004",80.7729,2.04,0.0168084,0.221,32,6.1,302,1757,2.54,0.64,0,0,0.32
"4539","WIDP99-0769",44.27217,-113.65676,"6","Year2004",145.7734,0.62,0,0.104,3,1.4,337,2096,23.27,0.4,0.01,0,0.23
"4540","WIDP99-0769",44.27217,-113.65676,"6","Year2004",145.7734,0.62,0,0.104,3,1.4,337,2096,23.27,0.4,0.01,0,0.23
"4541","WIDP99-0769",44.27217,-113.65676,"6","Year2004",145.7734,0.62,0,0.104,3,1.4,337,2096,23.27,0.4,0.01,0,0.23
"4542","WIDP99-0769",44.27217,-113.65676,"6","Year2004",145.7734,0.62,0,0.104,3,1.4,337,2096,23.27,0.4,0.01,0,0.23
"4543","WIDP99-0770",44.26809,-115.87505,"6","Year2004",19.3476,1.56,0,0.083,19,5.1,580,1150,92.99,0,0,0,0
"4544","WIDP99-0772",42.21358,-112.14561,"10","Year2004",10.809,0.98,0.0200767,0.319,76,5.2,449,1620,13.83,0.52,0,1.13,0.24
"4545","WMTP99-0503",46.94552,-110.74877,"6","Year2004",135.3214,0.84,0.0060697,0.038,5,2.3,582,1682,86.19,0,0.38,0,1.21
"4546","WMTP99-0505",46.41473,-111.99713,"6","Year2004",25.5169,3,0,0.183,27,4,420,1356,75.19,0.04,0,0,0.22
"4547","WMTP99-0507",45.27109,-110.77437,"6","Year2004",87.3541,0.79,0.0098049,0.067,2,2.2,586,1652,86.67,0.04,0,0,0.1
"4548","WMTP99-0509",46.09771,-114.09283,"6","Year2004",23.7485,3.74,0.0331499,0.223,85,4.3,418,1363,72.95,0,0,0,0.33
"4549","WMTP99-0510",48.20566,-109.75453,"6","Year2004",1.9731,2.79,0.023345,0.209,14,4.3,432,1416,55.81,0,0,0,0.67
"4550","WMTP99-0515",48.82479,-114.52056,"6","Year2004",11.5964,0.64,0,0.044,1,1.2,751,1606,70,0.13,0,0,0.41
"4551","WMTP99-0516",46.97382,-112.62295,"6","Year2004",23.813,1.25,0.0168084,0.098,5,3.6,467,1416,87.42,0.61,0,0,0.5
"4552","WMTP99-0517",45.90731,-113.48004,"6","Year2004",12.9128,1.04,0,0.034,2,0.3,457,2135,65.78,0,0,0,0
"4553","WMTP99-0517",45.90731,-113.48004,"6","Year2004",12.9128,1.04,0,0.034,2,0.3,457,2135,65.78,0,0,0,0
"4554","WMTP99-0517",45.90723297,-113.4809371,"6","Year2008",12.89929962,0.84,0.00054,0.038,2.6138,0.3,457,2477.89,71.773,0,0,0,0
"4555","WMTP99-0517",45.90723297,-113.4809371,"6","Year2008",12.89929962,0.84,0.00054,0.038,2.6138,0.3,457,2477.89,71.773,0,0,0,0
"4556","WMTP99-0518",45.37006,-111.62065,"6","Year2004",135.4674,1.19,0.0065366,0.085,7,2.8,558,1586,72.63,0.14,0,0.43,0.16
"4557","WMTP99-0521",46.93088969,-110.8698447,"6","Year2008",2.676599979,0.99,0.00427,0.169,30.7213,2.4,565,NA,NA,NA,NA,NA,NA
"4558","WMTP99-0521",46.93088969,-110.8698447,"6","Year2008",2.676599979,0.99,0.00427,0.169,30.7213,2.4,565,NA,NA,NA,NA,NA,NA
"4559","WMTP99-0521",46.93088969,-110.8698447,"6","Year2008",2.676599979,0.99,0.00427,0.169,30.7213,2.4,565,NA,NA,NA,NA,NA,NA
"4560","WMTP99-0521",46.93093,-110.86907,"6","Year2004",1.857,2,0,0.083,32,2.4,565,2176,98.44,0,0,0,2.02
"4561","WMTP99-0521",46.93093,-110.86907,"6","Year2004",1.857,2,0,0.083,32,2.4,565,2176,98.44,0,0,0,2.02
"4562","WMTP99-0521",46.93093,-110.86907,"6","Year2004",1.857,2,0,0.083,32,2.4,565,2176,98.44,0,0,0,2.02
"4563","WMTP99-0521",46.93088969,-110.8698447,"6","Year2008",2.676599979,1.63,0.01483,0.084,41.6313,2.4,565,2296.59,95.696,0,0,0,1.214
"4564","WMTP99-0521",46.93088969,-110.8698447,"6","Year2008",2.676599979,1.63,0.01483,0.084,41.6313,2.4,565,2296.59,95.696,0,0,0,1.214
"4565","WMTP99-0521",46.93088969,-110.8698447,"6","Year2008",2.676599979,1.63,0.01483,0.084,41.6313,2.4,565,2296.59,95.696,0,0,0,1.214
"4566","WMTP99-0523",46.24567,-110.35652,"6","Year2004",6.9538,0.62,0.0266133,0.9,2,2.5,589,2129,60.92,0,0,0,0
"4567","WMTP99-0600",48.83676,-114.36791,"6","Year2004",44.7941,0.8,0,0.049,2,3.3,644,1160,75.44,0.09,0,0,0.66
"4568","WMTP99-0604",46.47068,-104.76994,"9","Year2004",1906.0706,7.95,0,0.556,22,6.3,346,778,2.03,0.03,0.04,15.92,0.73
"4569","WMTP99-0607",48.3536,-113.87986,"6","Year2004",42.6503,0.58,0.0135401,0.066,0,3.6,732,1152,79.49,0.3,0,0,0.46
"4570","WMTP99-0607",48.3536,-113.87986,"6","Year2004",42.6503,0.58,0.0135401,0.066,0,3.6,732,1152,79.49,0.3,0,0,0.46
"4571","WMTP99-0607",48.35356432,-113.8808058,"6","Year2008",42.66270065,0.7,0.01362,0.196,9.165,3.6,732,1658.3,82.347,0,0,0,0.501
"4572","WMTP99-0607",48.35356432,-113.8808058,"6","Year2008",42.66270065,0.7,0.01362,0.196,9.165,3.6,732,1658.3,82.347,0,0,0,0.501
"4573","WMTP99-0608",47.20769,-115.21949,"6","Year2004",29.7232,0.8,0.023345,0.076,1,3.9,756,1177,87.78,0.11,0.01,0,0.38
"4574","WMTP99-0608",47.20769,-115.21949,"6","Year2004",29.7232,0.8,0.023345,0.076,1,3.9,756,1177,87.78,0.11,0.01,0,0.38
"4575","WMTP99-0608",47.2076157,-115.220465,"6","Year2008",29.74510002,0.84,0.01947,0.034,11.86,3.9,756,1653.96,85.417,0,0,0,0.27
"4576","WMTP99-0608",47.2076157,-115.220465,"6","Year2008",29.74510002,0.84,0.01947,0.034,11.86,3.9,756,1653.96,85.417,0,0,0,0.27
"4577","WMTP99-0609",46.29743,-113.2271,"6","Year2004",25.6518,2.08,0,0.095,1,2,431,1943,95.58,0,0,0,0.45
"4578","WMTP99-0613",46.95863,-109.5488,"9","Year2004",31.8172,1.47,0.2432549,0.885,5,5.1,473,1293,51.92,0,0,2.74,1.41
"4579","WMTP99-0628",46.25086868,-109.769586,"9","Year2008",211.3269958,2.25,0,0.28,45.5825,6.2,383,1540.43,5.847,1.125,0.457,1.682,0.481
"4580","WMTP99-0628",46.25086868,-109.769586,"9","Year2008",211.3269958,2.25,0,0.28,45.5825,6.2,383,1540.43,5.847,1.125,0.457,1.682,0.481
"4581","WMTP99-0628",46.25091,-109.76885,"9","Year2004",211.2243,2.06,0,0.114,2,6.2,383,1333,6.18,0.01,0.17,2.87,0.86
"4582","WMTP99-0628",46.25091,-109.76885,"9","Year2004",211.2243,2.06,0,0.114,2,6.2,383,1333,6.18,0.01,0.17,2.87,0.86
"4583","WMTP99-0633",46.167,-112.20748,"6","Year2004",50.2898,4.46,0,0.128,8,2.9,437,1807,96.21,0,0.01,0,0.21
"4584","WMTP99-0635",48.48842,-104.55725,"9","Year2004",2266.135,39.27,0.0135401,4.2,452,5,340,591,0.52,0.04,0.19,67.4,0.67
"4585","WMTP99-0648",45.31896,-105.31651,"9","Year2004",4612.7237,9.9,0,0.789,40,7.1,346,944,3.41,1.86,0.09,2.91,1.01
"4586","WMTP99-0653",48.91179,-107.30761,"9","Year2004",86.7692,9.27,0,1.334,166,4.1,306,727,1.66,0,0,2.17,0.27
"4587","WMTP99-0653",48.91179,-107.30761,"9","Year2004",86.7692,9.27,0,1.334,166,4.1,306,727,1.66,0,0,2.17,0.27
"4588","WMTP99-0653",48.91180622,-107.308237,"9","Year2008",4768.220215,6.8,0,0.878,184.9381,4.1,306,822.024,0,0.006,0.015,0.125,0.008
"4589","WMTP99-0653",48.91180622,-107.308237,"9","Year2008",4768.220215,6.8,0,0.878,184.9381,4.1,306,822.024,0,0.006,0.015,0.125,0.008
"4590","WMTP99-0697",45.24671,-106.16078,"9","Year2004",481.1049,5.57,0,0.455,19,7.3,400,1013,12.26,0.42,0,1.74,0.99
"4591","WMTP99-0698",45.78824,-113.44401,"6","Year2004",36.6712,1.98,0,0.134,15,2.6,333,1864,82.41,0.4,0.05,3.24,0.02
"4592","WMTP99-0699",46.4108,-109.03573,"9","Year2004",453.8394,0.89,0,0.154,13,6.9,354,1124,13.3,0.13,0,9.01,1.05
"4593","WMTP99-0701",45.80412,-112.3804,"6","Year2004",57.6478,0.77,0.0266133,0.129,7,1.8,442,1806,74.71,0.22,0,0,0.38
"4594","WMTP99-0702",45.72391,-111.17057,"6","Year2004",2426.6275,1.29,0.0098049,0.134,19,6.3,393,1402,65.84,0.35,0.05,3.22,0.25
"4595","WMTP99-0703",45.12371,-109.67706,"6","Year2004",10.3309,0.76,0.0331499,0.161,0,-2.4,768,2681,35.87,0,0.1,0,0
"4596","WMTP99-0704",47.987,-114.56456,"6","Year2004",3.747,2.55,0.0168084,0.185,25,5,562,1382,56.97,0,0,0,2.67
